Job Title,Company Name,Location,Skills,Years of Experience,Education,Job Type,Salary
Senior Healthcare Data Analyst,Amida Care,New York; NY 10122  (Chelsea area),"Analytics, Excel, Data Mining, SQL, Data Visualization, Python, Statistics, Tableau, Leadership",6,Not Specified,Full-time,75;000 - 85;000 a year
Senior Data Analyst,University of Texas at Tyler Health Science Center,Tyler; TX,"Research, Data Analysis, Computer Science, SQL",Not specified,Bachelor; Master,Full-time,Not specified
Senior Data Scientist,Democratic Senatorial Campaign Committee,Washington; DC 20002  (Capitol Hill area),"Analytics, Python, R, SQL",Not specified,Not Specified,Not specified,Not specified
Senior Data Analyst,Wake County Public School System,Remote in Cary; NC 27518,"R, Excel, SPSS, SAS, Computer Science, Statistical Software, Statistics, Research",Not specified,Bachelor; Doctorate; Master,Full-time,Not specified
SENIOR DATA ANALYST,Summit Pacific Medical Center,Elma; WA 98541,"SQL, Data Analysis, Computer Science, Statistical Analysis, Statistics",Not specified,Bachelor; Master,Full-time,Not specified
Data Scientist,Ascendion,Durham; NC,"AI, Python, AWS",Not specified,Master,Not specified,130;000 - 140;000 a year
Data Science and Visualization Specialist - Product Design,Apple,Boulder; CO 80301,"Deep Learning, R, Data Analysis, Python, Natural Language Processing, Computer Science, Statistics, Research",2,Doctorate; Master,Not specified,124;600 - 230;600 a year
Data Scientist,U-Haul,Phoenix; AZ 85004  (Encanto area),"Spark, Azure, R, Analytics, Data Analytics, SQL, Python, Marketing, Statistics, Tableau, Power BI, Machine Learning",2,Master,Full-time,Not specified
Postdoctoral Research Fellow- Data Scientist,Merck Sharp & Dohme,Rahway; NJ 07065,"Deep Learning, R, Excel, Python, Computer Science, Statistics, Research, Machine Learning",Not specified,Doctorate,Full-time,75;000 - 86;000 a year
Senior Data Scientist Engineer,Micron,Boise; ID,"Spark, HBase, Scripting, Software development, R, Hadoop, SQL, Feature Extraction, Python, Data Analysis, Statistical Software, Statistics, TensorFlow, Tableau, Research, Machine Learning",Not specified,Not Specified,Not specified,Not specified
Data Scientist II,Warner Bros. Discovery,Culver City; CA 90232,"Sales, Analytics, R, Presentation Skills, SQL, Python, Marketing, Statistics, Leadership",3,Doctorate; Master,Not specified,109;200 - 202;800 a year
Machine learning scientist,Beth Israel Deaconess Medical Center,Boston; MA  (Fenway area),"AI, Github, Deep Learning, Python, TensorFlow, Research, PyTorch, Keras, Machine Learning",5,Doctorate,Full-time,Not specified
Data Scientist,Amazon.com Services LLC,North Reading; MA 01864,"Spark, Scripting, Software development, R, Analytics, Hadoop, SQL, SPSS, Python, SAS, Computer Science, Statistics, MATLAB, Research, Leadership, Big Data",3,Bachelor; Master,Full-time,Not specified
Data Visualization & Analysis SME,Akima,Herndon; VA 22095,"AI, Azure, Analytics, Data Analytics, AWS, SQL, Data Visualization, Python, Computer Science, Tableau, Data Warehouse, Machine Learning",Not specified,Bachelor; Master,Not specified,Not specified
Data Scientist,JARB Management Inc,Clearwater; FL,"Analytics, Pandas, Data Engineering, NumPy, SQL, Data Structures, Data Visualization, Python, Computer Science, Power BI",Not specified,Not Specified,Full-time,Not specified
Sr. Data Scientist,CVS Health,Remote in New York; NY,"R, Analytics, Pandas, Data Mining, NumPy, SQL, Scikit-learn, Natural Language Processing, Python, Computer Science, Statistical Software, Statistics, TensorFlow, MySQL, Tableau, Keras, Machine Learning",Not specified,Master,Full-time,108;306 - 196;000 a year
Clinical Statistical Programmer - Remote,W.L. Gore & Associates,Remote in Flagstaff; AZ 86001,"Research, SAS, R, Statistical Analysis",5,Bachelor,Full-time,Not specified
Researcher (Data Science/Engineer),Chapin Hall at the University of Chicago,Remote,"Github, R, Unix, SQL, Data Analysis, Python, SAS, Computer Science, Statistics, Statistical Analysis, Linux, Research",Not specified,Master,Full-time,74;000 - 98;572 a year
Data Scientist,Generac Power Systems,Pewaukee; WI 53188,"Sales, Azure, R, Analytics, Data Analytics, SQL, Data Visualization, Python, Computer Science, Statistics, Statistical Analysis, Power BI, Machine Learning",3,Bachelor; Master,Full-time,Not specified
Data Scientist,Johnsonville,Sheboygan Falls; WI,"R, Analytics, SQL, Data Visualization, Data Analysis, Python, Computer Science, Statistics, Machine learning frameworks, Research, Leadership, Machine Learning",5,Bachelor,Full-time,Not specified
Senior Data Analyst II,Pacific Life,Newport Beach; CA 92660,"Sales, Data Mining, Data Visualization, Financial Services, REST, Agile, Tableau, Power BI, Snowflake",8,Not Specified,Full-time,Not specified
Data Scientist,Serco North America,Remote in Rock Island; IL 61201,"Scripting, Azure, R, Analytics, Pandas, Data Analytics, Forecasting, SQL, NumPy, Data Visualization, Python, SAS, Statistics, Statistical Analysis, Tableau, Research, Leadership, Machine Learning",10,Bachelor; Master,Full-time,Not specified
Sr. Data Scientist,CVS Health,Remote in New York; NY,"Azure, R, Analytics, Data Mining, AWS, Hadoop, Big Data, SQL, Natural Language Processing, Python, Computer Science, Statistical Software, Statistics, MySQL, Machine Learning",Not specified,Master,Full-time,108;306 - 140;000 a year
Data Scientist,Xavier University of Louisiana,New Orleans; LA 70125  (Gert Town area),"Computer Science, Statistics, Research, Leadership, Machine Learning",Not specified,Doctorate,Not specified,Not specified
Data Scientist,Copeland,Sidney; OH,"Sales, Deep Learning, Analytics, Azure, Data Analytics, Forecasting, SQL, Hypothesis testing, Data Visualization, Docker, Python, Marketing, Agile, Statistics, Research, Leadership, Git, Machine Learning",Not specified,Bachelor; Doctorate; Master,Full-time,Not specified
Sr. Research Data Analyst,Johns Hopkins University,Baltimore; MD 21205  (Orangeville area),"Research, Data Analysis, Statistics, Big Data",Not specified,Doctorate; Master,Full-time,55;200 - 96;600 a year
Plant Data Scientist,Simplot,Boise; ID 83706  (Southeast Boise area),"AI, Deep Learning, R, Azure, CI/CD, Docker, Python, Computer Science, Kubernetes, Statistics, TensorFlow, Leadership, PyTorch, Data lake, Keras, Machine Learning",3,Not Specified,Not specified,Not specified
Principal Data Scientist - AI Foundations; Personalization,Capital One,Hybrid work in McLean; VA,"AI, Deep Learning, Analytics, APIs, Banking, Data Analytics, AWS, Scikit-learn, Cloud Computing, Data Analysis, Natural Language Processing, Financial Services, TensorFlow, Research, PyTorch, Keras, Machine Learning",5,Bachelor; Doctorate; Master,Full-time,Not specified
Researcher (Data Science/Engineer),Chapin Hall Center for Children,Remote,"Github, R, Unix, SQL, Data Analysis, Python, SAS, Computer Science, Statistics, Statistical Analysis, Linux, Research",Not specified,Master,Full-time,74;000 - 98;572 a year
Staff Data Scientist; Growth,Pinterest,Remote,"Scripting, R, SQL, Python, Marketing, Leadership, Machine Learning",8,Not Specified,Not specified,174;175 - 304;496 a year
Clinical Data Scientist,DiaSorin,Austin; TX 78727,"Data Mining, Data Analysis, Marketing, Statistical Analysis, Research",50,Bachelor; Doctorate; Master,Full-time,Not specified
SR Data Scientist,Vass,Remote,"AI, Spark, Azure, Python, Git",1,Not Specified,Not specified,Not specified
Principal Data Scientist,Bunge,Hybrid work in Chesterfield; MO 63017,"R, Analytics, Data Analytics, SQL, Data Analysis, Python, Computer Science, Agile, Leadership, Machine Learning",5,Doctorate,Not specified,Not specified
Senior Statistical Data Scientist,FAIR Health Inc,New York; NY 10036,"Research, Presentation Skills, Analytics, Statistics",5,Master,Full-time,110;000 a year
Sr Data Scientist - Demand Forecasting,Target,Minneapolis; MN 55445,"AI, Software development, R, Forecasting, CI/CD, Java, Data Structures, Data Analysis, Python, Scala, Machine Learning Algorithms, Statistics, Marketing, Machine Learning",Not specified,Not Specified,Full-time,93;800 - 168;800 a year
Analyst 1; Statistical Researcher,Salt Lake Community College,Salt Lake City; UT 84123,"R, Analytics, Data Analytics, Data Mining, Data Visualization, Statistics, Statistical Analysis, Research, Machine Learning",Not specified,Bachelor; Master,Full-time,62;974 a year
Sr Data Analyst - Remote,Optum,Remote in Eden Prairie; MN 55343,"Azure, Analytics, AWS, Data Visualization, Data Analysis, Snowflake",10,Master,Full-time,88;000 - 173;200 a year
Data Scientist,Design Interactive,Orlando; FL 32817,"Azure, Software development, Python, Computer Science, Go, Docker, Research, Leadership, AI, Scripting, R, Java, Hypothesis testing, APIs, Computer Vision, SQL, Project Management, Data Visualization, Statistics, Tableau, Machine Learning",8,Doctorate; Master,Not specified,85;000 - 100;000 a year
Principal Data Science,Discover Financial Services,Riverwoods; IL 60015,"Analytics, Banking, Risk Management, Marketing, Statistical Analysis, Statistics, Leadership, Machine Learning",6,Bachelor,Not specified,126;500 - 177;300 a year
Data Scientist,Lockton; Inc.,Dallas; TX,"Software development, R, Analytics, Excel, Data Analytics, Data Mining, Forecasting, SQL, Big Data, Python, SAS, Agile, Statistics, Computer Science, Data Warehouse, Research, APIs, Machine Learning",2,Bachelor; Master,Full-time,Not specified
Data Scientist,Acuity INC,Remote in Reston; VA 20190,"Spark, Data Engineering, Natural Language Processing, Computer Science, Statistics, MLOps, Research, Machine Learning",3,Not Specified,Full-time,Not specified
AI Analyst,Columbia University,Manhattanville; NY,"AI, Presentation Skills, Project Management, Computer Science, Research, Machine Learning",6,Bachelor,Full-time,100;000 - 130;000 a year
Sr. Data Scientist; Analytics,Quizlet,New York; NY,"Go, Analytics, A/B Testing, Data Engineering, SQL, Research, Machine Learning",4,Master,Full-time,132;000 - 172;500 a year
Machine Learning Scientist II,Expedia Partner Solutions,Austin; TX 78758  (North Austin area),"AI, R, Analytics, Presentation Skills, Python, Computer Science, Marketing, Statistics, Machine Learning",2,Doctorate; Master,Full-time,Not specified
Applied Scientist; US Prime and Marketing Tech,Amazon.com Services LLC,Seattle; WA,"Marketing, Statistics, Machine Learning",Not specified,Not Specified,Full-time,136;000 a year
Sr.; Data Analyst,Parkland Health and Hospital System,Dallas; TX 75201,"Analytics, Excel, Data Analysis, Statistical Analysis, Research",125,Bachelor; Master,Not specified,Not specified
Managers; Data Analysis and Reporting,EMD Serono,Rockland; MA 02370,"Sales, Analytics, Data Analytics, AWS, SQL, Data Analysis, Computer Science, Redshift, Tableau, Data Warehouse",Not specified,Master,Full-time,Not specified
Senior Analyst - Data Science,Amex,Hybrid work in New York; NY,"AI, Analytics, Data Mining, Big Data, Hypothesis testing, Java, Python, Scala, Computer Science, Marketing, Leadership, Regression Analysis, Machine Learning",Not specified,Master,Not specified,55;000 - 105;000 a year
ML Engineer,Adobe,San Jose; CA 95110  (Downtown area),"AI, Sales, Computer Vision, Machine Learning Algorithms, Agile, Research, Git, Machine Learning",Not specified,Not Specified,Full-time,150;700 - 284;400 a year
Lead Data Scientist; People Analytics,Chick-fil-A; Inc.,Atlanta; GA 30349,"Github, R, Analytics, SQL, Python, Statistics, Machine Learning",5,Bachelor,Not specified,Not specified
Sr Data Analyst,Hasbro,Renton; WA 98056,"Analytics, Excel, Data Analytics, SQL, Project Management, Tableau, Research, Snowflake",5,Not Specified,Not specified,92;000 a year
Data Analyst; Senior,Booz Allen,McLean; VA,"AI, Data Mining, Quantitative analysis, Data Analysis, Python, Tableau, Research, Leadership, Power BI",6,Bachelor,Full-time,75;600 - 172;000 a year
Data Scientist - Analytics II,AppLovin,Palo Alto; CA 94301  (University South area),"AI, Analytics, Data Analytics, Data Visualization, Computer Science",3,Master,Not specified,103;000 - 163;000 a year
Machine Learning Engineer; Retrieval & Search,OpenAI,San Francisco; CA  (Mission area),"AI, Research, Machine Learning",Not specified,Not Specified,Full-time,310;000 - 550;000 a year
Associate Data Scientist; Paramount Advertising,Paramount,New York; NY 10036,"Github, Excel, Jira, Python, Data Warehouse, Big Data, Snowflake, Unix, Docker, Machine Learning Algorithms, Linux, Leadership, Analytics, Hypothesis testing, Data Analytics, AWS, SQL, Kubernetes, Statistics, Redshift, Machine Learning",2,Bachelor; Doctorate; Master,Full-time,74;400 - 93;000 a year
Staff Data Scientist; Research,Google,New York; NY  (Chelsea area),"Analytics, R, SQL, Python, Statistics, Statistical Analysis, Research",10,Doctorate; Master,Full-time,Not specified
Data Scientist Associate,Nestlé Research & Development,Solon; OH,"AI, R, Excel, Data Visualization, Feature Extraction, Python, Data Analysis, Statistics, Research, Leadership, Power BI, Machine Learning",2,Master,Full-time,Not specified
Applied Scientist I,Amazon.com Services LLC,Seattle; WA,"Risk Management, SQL, Java, Python, Computer Science, Statistics, Research, Data Warehouse, Machine Learning",Not specified,Master,Full-time,115;100 a year
Data Scientist,CVS Health,Remote in Hartford; CT,"Analytics, Data Mining, SQL, Data Analysis, SAS, Natural Language Processing, Computer Science, Statistics, Statistical Software, Tableau, Data Warehouse, Machine Learning",Not specified,Master,Full-time,80;870 - 150;000 a year
Applied Scientist II,Qualtrics,Seattle; WA 98101  (Downtown area),"AI, Deep Learning, R, Computer Vision, Natural Language Processing, Python, Computer Science, Agile, TensorFlow, REST, Reinforcement Learning, Research, Leadership, PyTorch, Machine Learning",2,Bachelor,Part-time,Not specified
Applied Machine Learning Scientist,Grainger,Hybrid work in Chicago; IL 60654,"Scripting, Sales, SQL, Docker, Python, Computer Science, Kubernetes, Statistics, REST, APIs",100,Bachelor; Master,Not specified,Not specified
Applied Scientist,ENCHANNEL MEDICAL LTD,Ladera Ranch; CA,"Deep Learning, Python, Machine Learning Algorithms, TensorFlow, MATLAB, Research, PyTorch, Machine Learning",2,Bachelor; Doctorate; Master,Not specified,120;000 - 180;000 a year
Lead Data Scientist,Hilton,McLean; VA 22102,"Go, Deep Learning, Analytics, Sales, AWS, SQL, Python, Machine Learning Algorithms, Computer Science, Statistics, REST, Marketing, Leadership, Machine Learning",Not specified,Not Specified,Full-time,Not specified
Lead Data Scientist,Hilton,McLean; VA 22102,"Spark, Sales, SciPy, Python, Computer Science, REST, Go, Pandas, Data Analysis, Marketing, Research, Leadership, AI, Analytics, Scikit-learn, TensorFlow, Forecasting, SQL, Statistics, Machine Learning",Not specified,Not Specified,Full-time,Not specified
Lead Data Scientist,Syneos - Clinical and Corporate - Prod,Remote,"Azure, SQL, Project Management, Python, Computer Science, TensorFlow, Machine learning frameworks, Research, Leadership, PyTorch, Machine Learning",5,Doctorate; Master,Full-time,146;301 - 178;600 a year
Data Scientist II,Chewy,Bellevue; WA,"Sales, Analytics, Forecasting, SQL, Python, Computer Science, Marketing, Statistics, Tableau, Research, Leadership, Git, Machine Learning",4,Master,Full-time,Not specified
Sr. Data Scientist,Cadent,San Jose; CA 95113  (Downtown area),"Forecasting, Software development, Statistics, Machine Learning",Not specified,Not Specified,Full-time,171;000 - 190;000 a year
Sr Data Analyst,Lockton; Inc.,Kansas City; MO 64112  (Country Club Plaza area),"R, Analytics, Excel, Data Analytics, SQL, Python, Computer Science, Statistics, Research, Power BI",Not specified,Bachelor,Full-time,Not specified
Data Scientist,Provident Credit Union,Hybrid work in Redwood City; CA 94065,"R, Analytics, Excel, Banking, SQL, Scikit-learn, Data Visualization, Data Analysis, Python, Marketing, Accounting, Statistics, Financial Services, Tableau, Research, Machine Learning",3,Master,Full-time,99;000 - 128;000 a year
Sr Data Analyst,T-Mobile,Bellevue; WA 98006  (Factoria area),"Spark, Sales, Azure, Google Cloud, NoSQL, AWS, Hadoop, SQL, Kafka, Python, Computer Science, Agile, Power BI, Data Warehouse, Big Data",18,Bachelor; Master,Full-time,109;000 - 147;500 a year
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Leadership, Software development, Analytics, Machine Learning",Not specified,Master,Not specified,Not specified
Applied Scientist; US Prime and Marketing Tech,Amazon.com Services LLC,Seattle; WA,"Marketing, Statistics, Machine Learning",Not specified,Not Specified,Full-time,136;000 a year
Principal Data Scientist - AI Foundations; Personalization,Capital One,Hybrid work in McLean; VA,"AI, Deep Learning, Analytics, APIs, Banking, Data Analytics, AWS, Scikit-learn, Cloud Computing, Data Analysis, Natural Language Processing, Financial Services, TensorFlow, Research, PyTorch, Keras, Machine Learning",5,Bachelor; Doctorate; Master,Full-time,Not specified
Principal Data Scientist,Atlassian,Remote in San Francisco; CA 94104,"Go, R, Analytics, Forecasting, SQL, Quantitative analysis, Python, Tableau, Leadership",8,Not Specified,Full-time,Not specified
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Spark, Scripting, Deep Learning, R, Analytics, Software development, Hadoop, SQL, Python, Statistics, Tableau, Machine Learning",Not specified,Master,Not specified,Not specified
Data Science Analyst,BLN24,Tysons Corner; VA 22102,"R, Analytics, Big Data, SQL, Data Analysis, Python, Natural Language Processing, Agile, Research, Machine Learning",5,Not Specified,Full-time,Not specified
Data Scientist,ARIAD,Boston; MA,"Computer Science, Analytics, Machine Learning",4,Bachelor,Full-time,121;500 - 186;000 a year
Data Scientist,Generac Power Systems,Waukesha; WI 53188,"Go, R, Analytics, Excel, Data Analytics, Data Mining, SQL, Java, Data Visualization, Cloud Computing, Python, SAS, Data Analysis, Perl, Statistical Analysis, Tableau, Computer Science, Machine Learning",Not specified,Not Specified,Full-time,Not specified
Data Scientist II,at Cars Commerce,Remote,"Deep Learning, AWS, SQL, Natural Language Processing, Python, Machine Learning Algorithms, Statistics, Research, Machine Learning",2,Doctorate; Master,Not specified,90;500 - 115;000 a year
Experienced Data Scientist - GenAI,BOEING,Hybrid work in Seattle; WA,"Azure, Google Cloud, Python, Computer Science, Deep Learning, Pandas, Cloud Computing, Natural Language Processing, Product Management, Research, PyTorch, AI, R, Analytics, Scikit-learn, TensorFlow, AWS, SQL, Statistics, Machine Learning",9,Bachelor; Doctorate; Master,Not specified,Not specified
Sr. Data Analyst,Uber,San Francisco; CA,"Analytics, Data Analytics, SQL, Project Management, Data Visualization, Python, Tableau, Research, Leadership",7,Master,Full-time,158;000 a year
Data Scientist,Araceli Biosciences,Hybrid work in Tigard; OR,"Software development, Python, Computer Science, Keras, Pandas, Data Analysis, Marketing, Research, PyTorch, AI, R, Analytics, NumPy, TensorFlow, Computer Vision, Data Visualization, Feature Extraction, Statistics, Machine Learning",5,Bachelor,Not specified,Not specified
senior data scientist; Enterprise Forecasting,Starbucks,Seattle; WA 98134  (Industrial District area),"Spark, R, Analytics, Forecasting, SQL, Python, Scala, Statistics, Statistical Analysis, Leadership, Machine Learning",5,Master,Full-time,135;300 - 211;600 a year
Clinical Data Scientist,Spatial Front; Inc.,Remote in Maryland,"Research, Data Analysis, Marketing, R",10,Doctorate,Full-time,80;000 - 140;000 a year
Data Scientist,Aireon,Hybrid work in McLean; VA 22102,"Sales, Azure, Analytics, Software development, AWS, Big Data, Jira, Data Analysis, Python, Computer Science, TensorFlow, Linux, MATLAB, PyTorch, Keras, Machine Learning",5,Bachelor,Full-time,Not specified
Principal Data Science (multiple openings) - IHM,Discover Financial Services,Riverwoods; IL 60015,"Github, Analytics, Banking, Risk Management, SQL, Hypothesis testing, Data Visualization, Data Analysis, Python, SAS, Machine Learning Algorithms, Statistics, Statistical Analysis, Tableau, Leadership, Machine Learning",6,Bachelor; Master,Full-time,131;498 - 177;300 a year
Lead Data Science Analyst (multiple openings) - IHM,Discover Financial Services,Riverwoods; IL 60015,"Regression Analysis, R, Analytics, Excel, Banking, Risk Management, SQL, Data Analysis, Python, SAS, Statistics, Statistical Analysis, Tableau, Power BI, Snowflake, Machine Learning",4,Bachelor; Master,Full-time,126;500 - 177;300 a year
Senior Data Engineer; Search Data Science,Amazon.com Services LLC,Seattle; WA,"Data Mining, Data Engineering, Software development, Analytics",5,Bachelor,Full-time,123;700 a year
Applied Scientist,Microsoft,Mountain View; CA 94043,"AI, Spark, Go, Deep Learning, Analytics, Computer Vision, Azure, AWS, Hadoop, Scikit-learn, Cloud Computing, Computer Science, Statistics, TensorFlow, Research, PyTorch, Machine Learning",2,Bachelor; Doctorate; Master,Full-time,98;300 - 193;200 a year
Leader; Data Platforms,Trane Technologies,Remote in Davidson; NC 28036,"Go, Analytics, Google Cloud, Computer Science, Leadership",7,Bachelor; Master,Not specified,142;000 - 189;000 a year
Applied Scientist,Oracle,Seattle; WA,"AI, Deep Learning, R, Pandas, Distributed Systems, Scikit-learn, Python, Computer Science, Statistics, TensorFlow, Research, PyTorch, Keras, Machine Learning",5,Doctorate; Master,Full-time,Not specified
Machine Learning Engineer 3,Adobe,San Jose; CA 95110  (Downtown area),"AI, Sales, Analytics, SQL, Java, Scikit-learn, Python, Scala, Computer Science, TensorFlow, Research, PyTorch, APIs, Machine Learning",5,Doctorate,Full-time,118;500 - 219;100 a year
Machine Learning Scientist,Altos Labs,San Francisco; CA,"Deep Learning, Data Analysis Skills, Machine learning frameworks, Presentation Skills, Analysis Skills, Data Analysis, Python, Machine Learning Algorithms, Computer Science, Statistics, Statistical Analysis, Reinforcement Learning, Research, Leadership, PyTorch, Machine Learning",Not specified,Doctorate,Not specified,Not specified
Data Scientist ; ABDAI,Amazon.com Services LLC,Austin; TX,"Scripting, Go, R, Analytics, SQL, Data Analysis, Python, SAS, Perl, MATLAB, Research, Leadership, Machine Learning",2,Not Specified,Full-time,111;600 a year
Data Scientist I (Experienced Data Scientist),Putnam,Boston; MA,"R, Analytics, Excel, Data Analytics, AWS, Team Management, Big Data, SQL, Data Visualization, Python, SAS, Tableau, Research, Leadership, Snowflake, Machine Learning",30,Master,Full-time,Not specified
Associate Data Scientist; Paramount Advertising,Paramount,New York; NY 10036,"Github, Excel, Jira, Python, Data Warehouse, Big Data, Snowflake, Unix, Docker, Machine Learning Algorithms, Linux, Leadership, Analytics, Hypothesis testing, Data Analytics, AWS, SQL, Kubernetes, Statistics, Redshift, Machine Learning",2,Bachelor; Doctorate; Master,Full-time,74;400 - 93;000 a year
Senior Data Scientist,Dow Jones,New York; NY 10036  (Midtown area),"AI, Go, Analytics, Pandas, Data Analytics, Data Engineering, NumPy, SQL, Scikit-learn, Data Visualization, Data Analysis, Python, TensorFlow, Tableau, Research, Git, APIs, Machine Learning",5,Not Specified,Not specified,50;000 - 180;000 a year
Senior Business Data Analyst,Intuit,Mountain View; CA 94043,"AI, Analytics, Excel, SQL, Python, Marketing, Statistics, Tableau, Leadership",5,Not Specified,Not specified,Not specified
Sr. Data Scientist; Business Operations,Rivian,Remote,"Spark, Forecasting, SQL, Python, Computer Science, Statistics, Research, Machine Learning",3,Doctorate; Master,Full-time,Not specified
Associate Staff - Machine Learning / Data Engineering,MIT Lincoln Laboratory,Lexington; MA,"AI, Julia, Analytics, Data Engineering, Python, Computer Science, MATLAB, Research, Machine Learning",5,Not Specified,Not specified,Not specified
Applied AI / ML Sr Associate,JPMorgan Chase & Co,Jersey City; NJ 07310  (The Waterfront area),"AI, Spark, Sales, Deep Learning, Banking, AWS, Hadoop, Big Data, Research, Python, Scala, Machine Learning Algorithms, Statistics, Computer Science, TensorFlow, Marketing, Financial Services, Machine Learning",Not specified,Doctorate; Master,Full-time,135;000 - 165;000 a year
Applied Scientist I,Amazon.com Services LLC,Seattle; WA,"Risk Management, SQL, Java, Python, Computer Science, Statistics, Research, Data Warehouse, Machine Learning",Not specified,Master,Full-time,115;100 a year
Sr. Data Scientist,CVS Health,Remote in New York; NY,"Azure, R, Analytics, Data Mining, AWS, Hadoop, Big Data, SQL, Natural Language Processing, Python, Computer Science, Statistical Software, Statistics, Statistical Analysis, Tableau, Research, Machine Learning",Not specified,Master,Full-time,108;306 - 200;000 a year
Analytics Data Engineer; Applied Engineering,OpenAI,San Francisco; CA  (Mission area),"AI, Spark, AWS, Hadoop, Data Engineering, Java, Python, Scala, Marketing, Research, Data Warehouse",8,Not Specified,Full-time,245;000 - 385;000 a year
Sr. Data Scientist,CVS Health,New York; NY,"Azure, NoSQL, Python, Computer Science, Big Data, Natural Language Processing, Statistical Software, Statistical Analysis, Research, R, Analytics, Java, Tableau, Data Mining, AWS, Hadoop, SQL, MySQL, Machine Learning",Not specified,Master,Full-time,108;306 - 200;000 a year
Sr Data Scientist,Adobe,San Jose; CA 95110  (Downtown area),"Spark, Sales, R, Analytics, Hadoop, Forecasting, SQL, Hypothesis testing, Data Visualization, Quantitative analysis, Data Analysis, Python, Agile, Statistics, Tableau, Power BI, Machine Learning",5,Master,Full-time,127;300 - 229;300 a year
Principal Data Scientist,Amgen,Remote in Washington; DC 20004,"Sales, Analytics, R, Data Visualization, Data Analysis, Tableau, Research, Machine Learning",12,Bachelor; Doctorate; Master,Not specified,159;980 - 193;021 a year
Sr. Data Scientist,Smile Doctors,Remote,"Sales, Deep Learning, R, Analytics, Excel, Forecasting, SQL, Big Data, Python, Computer Science, Marketing, Statistics, Tableau, Power BI, Snowflake, Machine Learning",Not specified,Bachelor,Full-time,Not specified
Senior Data Scientist,Hewlett Packard,Palo Alto; CA 94304,"AI, Deep Learning, Analytics, Azure, Software development, Data Analytics, Data Mining, AWS, Python, Computer Science, Statistics, TensorFlow, Leadership, PyTorch, Machine Learning",10,Not Specified,Not specified,143;850 - 221;550 a year
Senior Data Scientist; Search Data Science,Amazon.com Services LLC,Seattle; WA,"AI, Scripting, R, Analytics, Data Analytics, SQL, Python, SAS, MATLAB, Machine Learning",5,Not Specified,Full-time,127;300 a year
Space Data Scientist,Booz Allen,El Segundo; CA,"R, Forecasting, SQL, Hypothesis testing, Python, Scala, Marketing, Tableau, Leadership, Power BI",2,Bachelor; Master,Full-time,75;600 - 172;000 a year
Sr. Data Analyst,Mass General Brigham Health Plan,Somerville; MA 02145  (Assembly Square area),"Analytics, Excel, SQL, Data Analysis, Computer Science, Agile, Leadership, Data Warehouse",7,Bachelor,Full-time,Not specified
Data Scientist; HR Talent Science,Marriott International; Inc,Bethesda; MD 20814  (Wisconsin North area),"Spark, Scripting, R, Analytics, Data Analytics, AWS, SQL, Java, Docker, Data Analysis, Python, Computer Science, Statistics, Research, APIs",6,Master,Full-time,Not specified
Engineering Data Scientist (Associate or Experienced),BOEING,Hybrid work in Hazelwood; MO,"R, Analytics, Project Management, Data Visualization, Data Analysis, Python, Computer Science, Agile, Tableau, Research, Machine Learning",5,Bachelor; Doctorate; Master,Not specified,Not specified
Accelerated Learning Data Scientist,MIT Lincoln Laboratory,Lexington; MA,"AI, Deep Learning, Analytics, Python, Computer Science, Statistics, Research, PyTorch, Machine Learning",2,Master,Not specified,Not specified
Data Center Engineer,OpenAI,Hybrid work in San Francisco; CA,"AI, Deep Learning, Research",10,Not Specified,Full-time,440;000 - 530;000 a year
Applied Scientist; US Prime and Marketing Tech,Amazon.com Services LLC,Seattle; WA,"Marketing, Statistics, Machine Learning",Not specified,Not Specified,Full-time,136;000 a year
Data Scientist (Data Scientist 1),HII,Remote in Alexandria; VA,"AI, Software development, Data Mining, Big Data, Project Management, Agile, Machine Learning",4,Bachelor,Full-time,Not specified
Sr. Data Scientist,CVS Health,Remote in New York; NY,"R, Analytics, Pandas, Data Mining, NumPy, SQL, Scikit-learn, Natural Language Processing, Python, Computer Science, Statistical Software, Statistics, TensorFlow, MySQL, Tableau, Keras, Machine Learning",Not specified,Master,Full-time,108;306 - 196;000 a year
Data Scientist II,Honeywell,Hybrid work in Kansas City; MO 64147,"Leadership, Software development, Analytics, Machine Learning",Not specified,Master,Not specified,Not specified
Data Scientist (Expert) - Data & Analytics - IT - CS - US,Bayer,Creve Coeur; MO,"R, Analytics, SQL, Java, Python, Scala, Statistical Analysis, Research",2,Doctorate,Not specified,Not specified
FinTech Data Scientist,Vanguard,Malvern; PA,"Big Data, Analytics, Machine Learning",Not specified,Bachelor,Not specified,Not specified
Senior Machine Learning Scientist,Cytokinetics,South San Francisco; CA,"AI, Spark, Deep Learning, R, AWS, Scikit-learn, Data Visualization, Feature Extraction, Python, Data Analysis, Computer Science, Statistical Analysis, TensorFlow, Machine learning frameworks, Research, Leadership, PyTorch, Machine Learning",5,Doctorate,Not specified,176;000 - 215;000 a year
